Daily and Multi-day air quality monitoring data
Measured data - All Data are GMT hour ending
Data for year 2015
Multi-day data,London Westminster,,London Marylebone Road,,Swansea Coedgwilym,,Swansea Morriston,,
Start Date,End Date,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,
01/01/2017,04/01/2017,,,,,,,,,,,,,9.04,V ngm-3,245.4,V ngm-3,19.62,V ngm-3,,,,,,,
01/01/2017,11/01/2017,22.04,V ngm-3,600,V ngm-3,28.15,V ngm-3,59.88,V ngm-3,1799.9,V ngm-3,43.28,V ngm-3,,,,,,,,,,,,,
04/01/2017,12/01/2017,,,,,,,,,,,,,4.38,V ngm-3,147.7,V ngm-3,7.59,V ngm-3,,,,,,,
12/01/2017,18/01/2017,,,,,,,,,,,,,5.26,V ngm-3,219.5,V ngm-3,15.2,V ngm-3,,,,,,,
18/01/2017,25/01/2017,,,,,,,,,,,,,11.6,V ngm-3,482.6,V ngm-3,44.74,V ngm-3,,,,,,,
25/01/2017,01/02/2017,,,,,,,,,,,,,3.27,V ngm-3,250.8,V ngm-3,15.41,V ngm-3,9.9,V ngm-3,575.4,V ngm-3,30.99,V ngm-3,
11/01/2017,07/02/2017,20.4,V ngm-3,636.3,V ngm-3,33.08,V ngm-3,,,,,,,,,,,,,,,,,,,
11/01/2017,08/02/2017,,,,,,,53.88,V ngm-3,1804.2,V ngm-3,47.51,V ngm-3,,,,,,,,,,,,,
01/02/2017,08/02/2017,,,,,,,,,,,,,2.54,V ngm-3,233.2,V ngm-3,8.9,V ngm-3,24.03,V ngm-3,770.8,V ngm-3,25.59,V ngm-3,
08/02/2017,15/02/2017,,,,,,,,,,,,,3.8,V ngm-3,145.6,V ngm-3,16.38,V ngm-3,22.03,V ngm-3,633.3,V ngm-3,27.07,V ngm-3,
15/02/2017,22/02/2017,,,,,,,,,,,,,3.47,V ngm-3,122.7,V ngm-3,4.94,V ngm-3,12.22,V ngm-3,453.1,V ngm-3,13.31,V ngm-3,
22/02/2017,01/03/2017,,,,,,,,,,,,,2.13,V ngm-3,71.6,V ngm-3,2.34,V ngm-3,14.11,V ngm-3,440.2,V ngm-3,8.93,V ngm-3,
07/02/2017,07/03/2017,13.29,V ngm-3,448.6,V ngm-3,22.39,V ngm-3,,,,,,,,,,,,,,,,,,,
08/02/2017,08/03/2017,,,,,,,57.59,V ngm-3,1807.1,V ngm-3,43.92,V ngm-3,,,,,,,,,,,,,
01/03/2017,08/03/2017,,,,,,,,,,,,,3.47,V ngm-3,184.1,V ngm-3,11.67,V ngm-3,12.11,V ngm-3,488,V ngm-3,15.96,V ngm-3,
08/03/2017,15/03/2017,,,,,,,,,,,,,6,V ngm-3,203.8,V ngm-3,11.56,V ngm-3,20.26,V ngm-3,723.5,V ngm-3,23.61,V ngm-3,
15/03/2017,22/03/2017,,,,,,,,,,,,,2.85,V ngm-3,124.6,V ngm-3,4.1,V ngm-3,13.6,V ngm-3,506.1,V ngm-3,10.69,V ngm-3,
22/03/2017,29/03/2017,,,,,,,,,,,,,3.89,V ngm-3,244.9,V ngm-3,14.64,V ngm-3,32.96,V ngm-3,758.9,V ngm-3,34.85,V ngm-3,
07/03/2017,05/04/2017,16.95,V ngm-3,555.7,V ngm-3,23.26,V ngm-3,,,,,,,,,,,,,,,,,,,
08/03/2017,05/04/2017,,,,,,,56.23,V ngm-3,1759.7,V ngm-3,38.51,V ngm-3,,,,,,,,,,,,,
29/03/2017,05/04/2017,,,,,,,,,,,,,2.58,V ngm-3,74.2,V ngm-3,5.43,V ngm-3,33.6,V ngm-3,439.2,V ngm-3,15.79,V ngm-3,
05/04/2017,12/04/2017,,,,,,,,,,,,,2.39,V ngm-3,120.8,V ngm-3,4.51,V ngm-3,24.21,V ngm-3,761.7,V ngm-3,25.1,V ngm-3,
12/04/2017,20/04/2017,,,,,,,,,,,,,3.25,V ngm-3,170.4,V ngm-3,9.11,V ngm-3,28.43,V ngm-3,587.2,V ngm-3,17.97,V ngm-3,
20/04/2017,26/04/2017,,,,,,,,,,,,,2.76,V ngm-3,234.1,V ngm-3,9.84,V ngm-3,26.31,V ngm-3,649.4,V ngm-3,16.92,V ngm-3,
05/04/2017,03/05/2017,,,,,,,42.19,V ngm-3,1475,V ngm-3,31.15,V ngm-3,,,,,,,,,,,,,
26/04/2017,03/05/2017,,,,,,,,,,,,,2.85,V ngm-3,180.7,V ngm-3,10.65,V ngm-3,35.79,V ngm-3,631.9,V ngm-3,26.02,V ngm-3,
05/04/2017,04/05/2017,16.65,V ngm-3,608.5,V ngm-3,22.29,V ngm-3,,,,,,,,,,,,,,,,,,,
03/05/2017,10/05/2017,,,,,,,,,,,,,4.66,V ngm-3,181.4,V ngm-3,12.41,V ngm-3,22.16,V ngm-3,530.5,V ngm-3,30,V ngm-3,
10/05/2017,17/05/2017,,,,,,,,,,,,,3.79,V ngm-3,207.3,V ngm-3,13.2,V ngm-3,16.01,V ngm-3,591.2,V ngm-3,22.25,V ngm-3,
17/05/2017,24/05/2017,,,,,,,,,,,,,3.23,V ngm-3,123.1,V ngm-3,5.39,V ngm-3,30.73,V ngm-3,588,V ngm-3,16.23,V ngm-3,
04/05/2017,31/05/2017,14.15,V ngm-3,474,V ngm-3,17.07,V ngm-3,,,,,,,,,,,,,,,,,,,
03/05/2017,31/05/2017,,,,,,,53.04,V ngm-3,1590.6,V ngm-3,33.29,V ngm-3,,,,,,,,,,,,,
24/05/2017,31/05/2017,,,,,,,,,,,,,4.89,V ngm-3,168.9,V ngm-3,21.04,V ngm-3,11.08,V ngm-3,684,V ngm-3,29.59,V ngm-3,
31/05/2017,07/06/2017,,,,,,,,,,,,,2.59,V ngm-3,112.4,V ngm-3,24.47,V ngm-3,9.7,V ngm-3,297.2,V ngm-3,9.32,V ngm-3,
07/06/2017,09/06/2017,,,,,,,,,,,,,,,,,,,14.44,V ngm-3,602.4,V ngm-3,22.63,V ngm-3,
07/06/2017,14/06/2017,,,,,,,,,,,,,2.82,V ngm-3,73.9,V ngm-3,11.36,V ngm-3,,,,,,,
14/06/2017,21/06/2017,,,,,,,,,,,,,4.62,V ngm-3,336.8,V ngm-3,16.56,V ngm-3,,,,,,,
31/05/2017,28/06/2017,13.32,V ngm-3,444.8,V ngm-3,15.52,V ngm-3,66.82,V ngm-3,1963.7,V ngm-3,36.79,V ngm-3,,,,,,,,,,,,,
21/06/2017,28/06/2017,,,,,,,,,,,,,3.68,V ngm-3,172.6,V ngm-3,9.33,V ngm-3,,,,,,,
28/06/2017,05/07/2017,,,,,,,,,,,,,2.98,V ngm-3,79.8,V ngm-3,4.18,V ngm-3,23.4,V ngm-3,576.6,V ngm-3,14.66,V ngm-3,
05/07/2017,13/07/2017,,,,,,,,,,,,,3.02,V ngm-3,143,V ngm-3,11.93,V ngm-3,22.04,V ngm-3,533.6,V ngm-3,23.75,V ngm-3,
13/07/2017,19/07/2017,,,,,,,,,,,,,,,,,,,28.54,V ngm-3,584.5,V ngm-3,17,V ngm-3,
28/06/2017,26/07/2017,,,,,,,61.86,V ngm-3,1896.2,V ngm-3,35.29,V ngm-3,,,,,,,,,,,,,
13/07/2017,26/07/2017,,,,,,,,,,,,,2.57,V ngm-3,123.2,V ngm-3,7.18,V ngm-3,,,,,,,
19/07/2017,26/07/2017,,,,,,,,,,,,,,,,,,,16.55,V ngm-3,471.8,V ngm-3,15.82,V ngm-3,
28/06/2017,28/07/2017,12.48,V ngm-3,417.1,V ngm-3,17.82,V ngm-3,,,,,,,,,,,,,,,,,,,
26/07/2017,02/08/2017,,,,,,,,,,,,,2.39,V ngm-3,71.1,V ngm-3,2.77,V ngm-3,12.58,V ngm-3,427,V ngm-3,9.04,V ngm-3,
02/08/2017,09/08/2017,,,,,,,,,,,,,1.48,V ngm-3,48.2,V ngm-3,2.3,V ngm-3,17.06,V ngm-3,479.9,V ngm-3,7.79,V ngm-3,
09/08/2017,16/08/2017,,,,,,,,,,,,,2.02,V ngm-3,97.8,V ngm-3,5.43,V ngm-3,23.31,V ngm-3,573.2,V ngm-3,11.59,V ngm-3,
16/08/2017,22/08/2017,,,,,,,,,,,,,3.79,V ngm-3,69.4,V ngm-3,3.71,V ngm-3,25.13,V ngm-3,596.3,V ngm-3,15.54,V ngm-3,
26/07/2017,23/08/2017,,,,,,,85.79,V ngm-3,2523.1,V ngm-3,46.29,V ngm-3,,,,,,,,,,,,,
28/07/2017,25/08/2017,11.27,V ngm-3,368.5,V ngm-3,11.56,V ngm-3,,,,,,,,,,,,,,,,,,,
22/08/2017,30/08/2017,,,,,,,,,,,,,2.91,V ngm-3,110,V ngm-3,9.11,V ngm-3,19.85,V ngm-3,606.5,V ngm-3,17.09,V ngm-3,
30/08/2017,06/09/2017,,,,,,,,,,,,,2.19,V ngm-3,94.7,V ngm-3,4.86,V ngm-3,,,,,,,
06/09/2017,13/09/2017,,,,,,,,,,,,,1.82,V ngm-3,50.5,V ngm-3,4.25,V ngm-3,27.66,V ngm-3,488.1,V ngm-3,11,V ngm-3,
25/08/2017,20/09/2017,15.22,V ngm-3,465.8,V ngm-3,23.08,V ngm-3,,,,,,,,,,,,,,,,,,,
23/08/2017,20/09/2017,,,,,,,69.26,V ngm-3,2034.8,V ngm-3,44.18,V ngm-3,,,,,,,,,,,,,
13/09/2017,20/09/2017,,,,,,,,,,,,,2.37,V ngm-3,69.5,V ngm-3,3.1,V ngm-3,24.16,V ngm-3,591,V ngm-3,13.05,V ngm-3,
20/09/2017,28/09/2017,,,,,,,,,,,,,3.11,V ngm-3,175.6,V ngm-3,13.56,V ngm-3,20.5,V ngm-3,746.8,V ngm-3,24.78,V ngm-3,
28/09/2017,04/10/2017,,,,,,,,,,,,,2.66,V ngm-3,97,V ngm-3,4.45,V ngm-3,40.28,V ngm-3,664.5,V ngm-3,15.98,V ngm-3,
04/10/2017,11/10/2017,,,,,,,,,,,,,4.24,V ngm-3,81.2,V ngm-3,4.77,V ngm-3,26.56,V ngm-3,708.1,V ngm-3,13.37,V ngm-3,
20/09/2017,18/10/2017,,,,,,,79.43,V ngm-3,2373.8,V ngm-3,45.99,V ngm-3,,,,,,,,,,,,,
11/10/2017,18/10/2017,,,,,,,,,,,,,0.61,V ngm-3,21.4,V ngm-3,4.14,V ngm-3,29.17,V ngm-3,830.4,V ngm-3,23.37,V ngm-3,
20/09/2017,19/10/2017,14.52,V ngm-3,451.4,V ngm-3,18.58,V ngm-3,,,,,,,,,,,,,,,,,,,
18/10/2017,25/10/2017,,,,,,,,,,,,,3.94,V ngm-3,78.2,V ngm-3,16.8,V ngm-3,29.22,V ngm-3,593.8,V ngm-3,22.6,V ngm-3,
25/10/2017,01/11/2017,,,,,,,,,,,,,5.14,V ngm-3,187.1,V ngm-3,11.53,V ngm-3,40.45,V ngm-3,1096.7,V ngm-3,29.33,V ngm-3,
01/11/2017,08/11/2017,,,,,,,,,,,,,17.58,V ngm-3,273.9,V ngm-3,28.73,V ngm-3,68.52,V ngm-3,1375.6,V ngm-3,56.4,V ngm-3,
18/10/2017,15/11/2017,,,,,,,76.37,V ngm-3,2115.7,V ngm-3,53.42,V ngm-3,,,,,,,,,,,,,
08/11/2017,15/11/2017,,,,,,,,,,,,,5.29,V ngm-3,106.9,V ngm-3,7.08,V ngm-3,40.14,V ngm-3,1115.2,V ngm-3,24.99,V ngm-3,
19/10/2017,16/11/2017,22.94,V ngm-3,540.9,V ngm-3,30.34,V ngm-3,,,,,,,,,,,,,,,,,,,
15/11/2017,22/11/2017,,,,,,,,,,,,,4.1,V ngm-3,132.8,V ngm-3,7.93,V ngm-3,30.39,V ngm-3,945.1,V ngm-3,21.36,V ngm-3,
22/11/2017,29/11/2017,,,,,,,,,,,,,3.37,V ngm-3,91.1,V ngm-3,64.38,V ngm-3,36.41,V ngm-3,874.2,V ngm-3,17.53,V ngm-3,
29/11/2017,06/12/2017,,,,,,,,,,,,,5.6,V ngm-3,122.4,V ngm-3,6.17,V ngm-3,48.86,V ngm-3,957.3,V ngm-3,24.06,V ngm-3,
15/11/2017,13/12/2017,,,,,,,63.64,V ngm-3,2151.8,V ngm-3,45.95,V ngm-3,,,,,,,,,,,,,
06/12/2017,13/12/2017,,,,,,,,,,,,,4.69,V ngm-3,78.1,V ngm-3,6.31,V ngm-3,33.35,V ngm-3,714.6,V ngm-3,27.29,V ngm-3,
16/11/2017,14/12/2017,17.95,V ngm-3,544.7,V ngm-3,23.37,V ngm-3,,,,,,,,,,,,,,,,,,,
13/12/2017,20/12/2017,,,,,,,,,,,,,4.41,V ngm-3,133.5,V ngm-3,10.26,V ngm-3,32.39,V ngm-3,837.8,V ngm-3,28.78,V ngm-3,
20/12/2017,28/12/2017,,,,,,,,,,,,,1.98,V ngm-3,51.5,V ngm-3,2.51,V ngm-3,16.36,V ngm-3,505.7,V ngm-3,10.67,V ngm-3,
14/12/2017,31/12/2017,10.89,V ngm-3,362.4,V ngm-3,15.1,V ngm-3,,,,,,,,,,,,,,,,,,,
13/12/2017,31/12/2017,,,,,,,57.34,V ngm-3,1747.8,V ngm-3,36.17,V ngm-3,,,,,,,,,,,,,
28/12/2017,31/12/2017,,,,,,,,,,,,,6.96,V ngm-3,95,V ngm-3,5,V ngm-3,15.6,V ngm-3,542.2,V ngm-3,12.19,V ngm-3,
Data for year 2018
Multi-day data,London Westminster,,London Marylebone Road,,Swansea Coedgwilym,,Swansea Morriston,,
Start Date,End Date,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,
01/01/2018,03/01/2018,,,,,,,,,,,,,6.91,V ngm-3,94.4,V ngm-3,4.96,V ngm-3,16.17,V ngm-3,562.1,V ngm-3,12.64,V ngm-3,
01/01/2018,10/01/2018,,,,,,,57.15,V ngm-3,1742,V ngm-3,36.05,V ngm-3,,,,,,,,,,,,,
03/01/2018,10/01/2018,,,,,,,,,,,,,2.36,V ngm-3,85.1,V ngm-3,8.16,V ngm-3,20.03,V ngm-3,582.5,V ngm-3,18.98,V ngm-3,
01/01/2018,12/01/2018,11.06,V ngm-3,368.2,V ngm-3,15.34,V ngm-3,,,,,,,,,,,,,,,,,,,
10/01/2018,17/01/2018,,,,,,,,,,,,,3.38,V ngm-3,123.5,V ngm-3,12,V ngm-3,29.2,V ngm-3,982,V ngm-3,30.21,V ngm-3,
17/01/2018,24/01/2018,,,,,,,,,,,,,2.34,V ngm-3,68.4,V ngm-3,5.17,V ngm-3,20.01,V ngm-3,647,V ngm-3,15.61,V ngm-3,
24/01/2018,31/01/2018,,,,,,,,,,,,,4.31,V ngm-3,95.9,V ngm-3,5.2,V ngm-3,21.68,V ngm-3,678.9,V ngm-3,19.48,V ngm-3,
12/01/2018,06/02/2018,12.32,V ngm-3,505.6,V ngm-3,18.34,V ngm-3,,,,,,,,,,,,,,,,,,,
10/01/2018,07/02/2018,,,,,,,50.47,V ngm-3,1674.1,V ngm-3,40.87,V ngm-3,,,,,,,,,,,,,
31/01/2018,07/02/2018,,,,,,,,,,,,,2.16,V ngm-3,62.3,V ngm-3,5.96,V ngm-3,24.99,V ngm-3,715.2,V ngm-3,19.62,V ngm-3,
07/02/2018,14/02/2018,,,,,,,,,,,,,4.94,V ngm-3,102.3,V ngm-3,9.5,V ngm-3,21.99,V ngm-3,685.7,V ngm-3,18.54,V ngm-3,
14/02/2018,21/02/2018,,,,,,,,,,,,,2.47,V ngm-3,164,V ngm-3,8.24,V ngm-3,19.77,V ngm-3,808.2,V ngm-3,25.38,V ngm-3,
21/02/2018,28/02/2018,,,,,,,,,,,,,4.22,V ngm-3,174,V ngm-3,16.23,V ngm-3,21.07,V ngm-3,665.1,V ngm-3,33.22,V ngm-3,
06/02/2018,06/03/2018,13.11,V ngm-3,453.3,V ngm-3,23.97,V ngm-3,,,,,,,,,,,,,,,,,,,
07/02/2018,07/03/2018,,,,,,,41.85,V ngm-3,1403.1,V ngm-3,43.33,V ngm-3,,,,,,,,,,,,,
28/02/2018,07/03/2018,,,,,,,,,,,,,2.62,V ngm-3,191.2,V ngm-3,17.3,V ngm-3,14.61,V ngm-3,467.6,V ngm-3,25.98,V ngm-3,
07/03/2018,14/03/2018,,,,,,,,,,,,,2.78,V ngm-3,149.5,V ngm-3,7.79,V ngm-3,19.14,V ngm-3,936.6,V ngm-3,29.68,V ngm-3,
14/03/2018,21/03/2018,,,,,,,,,,,,,2.27,V ngm-3,105.3,V ngm-3,8.76,V ngm-3,16.99,V ngm-3,682.2,V ngm-3,25.59,V ngm-3,
21/03/2018,28/03/2018,,,,,,,,,,,,,2.31,V ngm-3,96.4,V ngm-3,7.22,V ngm-3,18.39,V ngm-3,615.6,V ngm-3,18.23,V ngm-3,
06/03/2018,03/04/2018,12.7,V ngm-3,447.6,V ngm-3,19.37,V ngm-3,,,,,,,,,,,,,,,,,,,
07/03/2018,04/04/2018,,,,,,,41.12,V ngm-3,1361.6,V ngm-3,40.47,V ngm-3,,,,,,,,,,,,,
28/03/2018,05/04/2018,,,,,,,,,,,,,1.47,V ngm-3,164.7,V ngm-3,8.52,V ngm-3,13.61,V ngm-3,564.9,V ngm-3,25.24,V ngm-3,
05/04/2018,11/04/2018,,,,,,,,,,,,,3.39,V ngm-3,262.1,V ngm-3,22.8,V ngm-3,21.05,V ngm-3,781.6,V ngm-3,37.38,V ngm-3,
11/04/2018,18/04/2018,,,,,,,,,,,,,2.71,V ngm-3,156.8,V ngm-3,13.51,V ngm-3,14.98,V ngm-3,664.4,V ngm-3,39.15,V ngm-3,
18/04/2018,25/04/2018,,,,,,,,,,,,,3.7,V ngm-3,290.5,V ngm-3,15.19,V ngm-3,24.28,V ngm-3,1295.4,V ngm-3,40.33,V ngm-3,
03/04/2018,30/04/2018,14.4,V ngm-3,527.6,V ngm-3,25.68,V ngm-3,,,,,,,,,,,,,,,,,,,
04/04/2018,02/05/2018,,,,,,,52.71,V ngm-3,1654.2,V ngm-3,43.91,V ngm-3,,,,,,,,,,,,,
25/04/2018,03/05/2018,,,,,,,,,,,,,1.81,V ngm-3,72.6,V ngm-3,5.23,V ngm-3,18.86,V ngm-3,578.8,V ngm-3,22.45,V ngm-3,
03/05/2018,09/05/2018,,,,,,,,,,,,,4.11,V ngm-3,593.3,V ngm-3,19.84,V ngm-3,18.59,V ngm-3,847,V ngm-3,27.79,V ngm-3,
09/05/2018,16/05/2018,,,,,,,,,,,,,2.37,V ngm-3,242,V ngm-3,10.96,V ngm-3,21.25,V ngm-3,798.3,V ngm-3,23.55,V ngm-3,
16/05/2018,23/05/2018,,,,,,,,,,,,,4.18,V ngm-3,431.3,V ngm-3,20.6,V ngm-3,35.83,V ngm-3,1037,V ngm-3,43.83,V ngm-3,
30/04/2018,29/05/2018,17.7,V ngm-3,659.1,V ngm-3,25.31,V ngm-3,,,,,,,,,,,,,,,,,,,
02/05/2018,30/05/2018,,,,,,,41.92,V ngm-3,1294.7,V ngm-3,32.43,V ngm-3,,,,,,,,,,,,,
23/05/2018,31/05/2018,,,,,,,,,,,,,5.73,V ngm-3,275.3,V ngm-3,28.61,V ngm-3,38.99,V ngm-3,858.5,V ngm-3,51.43,V ngm-3,
31/05/2018,06/06/2018,,,,,,,,,,,,,3.41,V ngm-3,263.3,V ngm-3,19.11,V ngm-3,17.04,V ngm-3,572.8,V ngm-3,26.37,V ngm-3,
06/06/2018,13/06/2018,,,,,,,,,,,,,5.2,V ngm-3,361.9,V ngm-3,42.07,V ngm-3,27.31,V ngm-3,914.8,V ngm-3,60.19,V ngm-3,
13/06/2018,20/06/2018,,,,,,,,,,,,,4.04,V ngm-3,66.2,V ngm-3,6.27,V ngm-3,14.93,V ngm-3,413.6,V ngm-3,10.34,V ngm-3,
30/05/2018,27/06/2018,,,,,,,49.78,V ngm-3,1485.3,V ngm-3,34.15,V ngm-3,,,,,,,,,,,,,
20/06/2018,27/06/2018,,,,,,,,,,,,,3.51,V ngm-3,341.4,V ngm-3,24.75,V ngm-3,23.12,V ngm-3,730.8,V ngm-3,30.05,V ngm-3,
29/05/2018,28/06/2018,15.12,V ngm-3,533.7,V ngm-3,17.76,V ngm-3,,,,,,,,,,,,,,,,,,,
27/06/2018,04/07/2018,,,,,,,,,,,,,4.21,V ngm-3,309.8,V ngm-3,13.96,V ngm-3,28.11,V ngm-3,854.8,V ngm-3,30.76,V ngm-3,
04/07/2018,11/07/2018,,,,,,,,,,,,,3.62,V ngm-3,327.5,V ngm-3,15.78,V ngm-3,34.72,V ngm-3,863.5,V ngm-3,29.86,V ngm-3,
11/07/2018,18/07/2018,,,,,,,,,,,,,3.2,V ngm-3,221.2,V ngm-3,12.2,V ngm-3,20.49,V ngm-3,666.6,V ngm-3,20.73,V ngm-3,
27/06/2018,25/07/2018,,,,,,,50.27,V ngm-3,1430.9,V ngm-3,28.9,V ngm-3,,,,,,,,,,,,,
28/06/2018,26/07/2018,16.96,V ngm-3,660.2,V ngm-3,26.13,V ngm-3,,,,,,,,,,,,,,,,,,,
18/07/2018,26/07/2018,,,,,,,,,,,,,2.11,V ngm-3,91,V ngm-3,4.81,V ngm-3,33.6,V ngm-3,594.7,V ngm-3,16.42,V ngm-3,
26/07/2018,01/08/2018,,,,,,,,,,,,,2.27,V ngm-3,111.8,V ngm-3,8.2,V ngm-3,14.93,V ngm-3,446.4,V ngm-3,12.7,V ngm-3,
01/08/2018,08/08/2018,,,,,,,,,,,,,2.5,V ngm-3,94.7,V ngm-3,9.86,V ngm-3,20.17,V ngm-3,607.6,V ngm-3,16.19,V ngm-3,
08/08/2018,15/08/2018,,,,,,,,,,,,,1.91,V ngm-3,49.9,V ngm-3,7.55,V ngm-3,22.52,V ngm-3,620.3,V ngm-3,47.53,V ngm-3,
26/07/2018,21/08/2018,11.88,V ngm-3,420,V ngm-3,12.08,V ngm-3,,,,,,,,,,,,,,,,,,,
15/08/2018,21/08/2018,,,,,,,,,,,,,2.8,V ngm-3,59.4,V ngm-3,5.82,V ngm-3,21.34,V ngm-3,605.1,V ngm-3,54.49,V ngm-3,
25/07/2018,22/08/2018,,,,,,,70.06,V ngm-3,1910.7,V ngm-3,37.1,V ngm-3,,,,,,,,,,,,,
21/08/2018,29/08/2018,,,,,,,,,,,,,1.75,V ngm-3,59,V ngm-3,3.59,V ngm-3,16.36,V ngm-3,484.3,V ngm-3,11.69,V ngm-3,
29/08/2018,05/09/2018,,,,,,,,,,,,,3.47,V ngm-3,186.5,V ngm-3,14.41,V ngm-3,36.55,V ngm-3,796.3,V ngm-3,30.02,V ngm-3,
05/09/2018,10/09/2018,,,,,,,,,,,,,3.55,V ngm-3,83.4,V ngm-3,7.27,V ngm-3,,,,,,,
05/09/2018,12/09/2018,,,,,,,,,,,,,,,,,,,29.16,V ngm-3,830.4,V ngm-3,30.13,V ngm-3,
21/08/2018,18/09/2018,14.33,V ngm-3,481.9,V ngm-3,17.81,V ngm-3,,,,,,,,,,,,,,,,,,,
22/08/2018,19/09/2018,,,,,,,62.38,V ngm-3,1934.9,V ngm-3,36.73,V ngm-3,,,,,,,,,,,,,
10/09/2018,19/09/2018,,,,,,,,,,,,,1.69,V ngm-3,68.5,V ngm-3,5.29,V ngm-3,,,,,,,
12/09/2018,19/09/2018,,,,,,,,,,,,,,,,,,,18.47,V ngm-3,573.8,V ngm-3,16.44,V ngm-3,
19/09/2018,26/09/2018,,,,,,,,,,,,,3.18,V ngm-3,82.5,V ngm-3,9.15,V ngm-3,29.75,V ngm-3,672.6,V ngm-3,17.06,V ngm-3,
26/09/2018,03/10/2018,,,,,,,,,,,,,3.6,V ngm-3,142.7,V ngm-3,10.33,V ngm-3,33.13,V ngm-3,861.3,V ngm-3,20.14,V ngm-3,
03/10/2018,10/10/2018,,,,,,,,,,,,,8.57,V ngm-3,172.6,V ngm-3,20.61,V ngm-3,22.46,V ngm-3,732.8,V ngm-3,22.32,V ngm-3,
18/09/2018,16/10/2018,15.92,V ngm-3,517.6,V ngm-3,26.42,V ngm-3,,,,,,,,,,,,,,,,,,,
19/09/2018,17/10/2018,,,,,,,70.71,V ngm-3,2054.9,V ngm-3,47.71,V ngm-3,,,,,,,,,,,,,
10/10/2018,17/10/2018,,,,,,,,,,,,,2.58,V ngm-3,89,V ngm-3,18.22,V ngm-3,19.96,V ngm-3,574.7,V ngm-3,20.06,V ngm-3,
17/10/2018,24/10/2018,,,,,,,,,,,,,5.01,V ngm-3,167.2,V ngm-3,11.21,V ngm-3,43.19,V ngm-3,1142.1,V ngm-3,33.7,V ngm-3,
24/10/2018,31/10/2018,,,,,,,,,,,,,2.96,V ngm-3,90.8,V ngm-3,7.47,V ngm-3,32.9,V ngm-3,889.7,V ngm-3,34.19,V ngm-3,
31/10/2018,07/11/2018,,,,,,,,,,,,,4.6,V ngm-3,166.6,V ngm-3,15.47,V ngm-3,29.05,V ngm-3,722.5,V ngm-3,50.32,V ngm-3,
16/10/2018,13/11/2018,24.5,V ngm-3,618.1,V ngm-3,30.59,V ngm-3,,,,,,,,,,,,,,,,,,,
17/10/2018,14/11/2018,,,,,,,62.16,V ngm-3,1823.6,V ngm-3,47.35,V ngm-3,,,,,,,,,,,,,
07/11/2018,14/11/2018,,,,,,,,,,,,,1.97,V ngm-3,105,V ngm-3,4.58,V ngm-3,9.88,V ngm-3,364.1,V ngm-3,9.3,V ngm-3,
14/11/2018,21/11/2018,,,,,,,,,,,,,2.85,V ngm-3,167.2,V ngm-3,11.72,V ngm-3,24.47,V ngm-3,732.3,V ngm-3,33.92,V ngm-3,
21/11/2018,27/11/2018,,,,,,,,,,,,,3.44,V ngm-3,117.8,V ngm-3,12.87,V ngm-3,27.14,V ngm-3,796.5,V ngm-3,40.73,V ngm-3,
27/11/2018,05/12/2018,,,,,,,,,,,,,2.59,V ngm-3,79.5,V ngm-3,5.93,V ngm-3,22.62,V ngm-3,721.6,V ngm-3,20.2,V ngm-3,
13/11/2018,11/12/2018,16.14,V ngm-3,495.9,V ngm-3,34.34,V ngm-3,,,,,,,,,,,,,,,,,,,
05/12/2018,12/12/2018,,,,,,,,,,,,,2.49,V ngm-3,64.1,V ngm-3,6.22,V ngm-3,21.71,V ngm-3,699.2,V ngm-3,21.72,V ngm-3,
14/11/2018,13/12/2018,,,,,,,49.08,V ngm-3,1546.5,V ngm-3,36.92,V ngm-3,,,,,,,,,,,,,
12/12/2018,19/12/2018,,,,,,,,,,,,,2.77,V ngm-3,156.7,V ngm-3,18.07,V ngm-3,13.88,V ngm-3,477.9,V ngm-3,21.44,V ngm-3,
19/12/2018,27/12/2018,,,,,,,,,,,,,2.96,V ngm-3,112.4,V ngm-3,6.85,V ngm-3,20.29,V ngm-3,754.8,V ngm-3,14.62,V ngm-3,
11/12/2018,31/12/2018,15.53,V ngm-3,507.2,V ngm-3,20.32,V ngm-3,,,,,,,,,,,,,,,,,,,
13/12/2018,31/12/2018,,,,,,,53.82,V ngm-3,1779.9,V ngm-3,35.66,V ngm-3,,,,,,,,,,,,,
27/12/2018,31/12/2018,,,,,,,,,,,,,6.63,V ngm-3,183,V ngm-3,8.44,V ngm-3,24.88,V ngm-3,827.9,V ngm-3,15.59,V ngm-3,
Data for year 2019
Multi-day data,London Westminster,,London Marylebone Road,,Swansea Coedgwilym,,Swansea Morriston,,
Start Date,End Date,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,
