Daily and Multi-day air quality monitoring data
Measured data - All Data are GMT hour ending
Data for year 2015
Multi-day data,London Westminster,,London Marylebone Road,,Swansea Coedgwilym,,Swansea Morriston,,
Start Date,End Date,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,
27/07/2016,24/08/2016,,,,,,,53.47,V ngm-3,1393.1,V ngm-3,25.99,V ngm-3,,,,,,,,,,,,,
17/08/2016,24/08/2016,,,,,,,,,,,,,4.83,V ngm-3,130.7,V ngm-3,6.29,V ngm-3,14.22,V ngm-3,486.4,V ngm-3,13.55,V ngm-3,
24/08/2016,31/08/2016,,,,,,,,,,,,,3.56,V ngm-3,112.3,V ngm-3,8.69,V ngm-3,30.91,V ngm-3,460.2,V ngm-3,15.71,V ngm-3,
31/08/2016,07/09/2016,,,,,,,,,,,,,2.51,V ngm-3,80.2,V ngm-3,3.92,V ngm-3,16.25,V ngm-3,402.9,V ngm-3,10.95,V ngm-3,
07/09/2016,14/09/2016,,,,,,,,,,,,,2.98,V ngm-3,183.7,V ngm-3,9.56,V ngm-3,16.92,V ngm-3,1039.9,V ngm-3,23.94,V ngm-3,
23/08/2016,21/09/2016,18.11,V ngm-3,578.9,V ngm-3,20.66,V ngm-3,,,,,,,,,,,,,,,,,,,
24/08/2016,21/09/2016,,,,,,,63.75,V ngm-3,1754.6,V ngm-3,32.33,V ngm-3,,,,,,,,,,,,,
14/09/2016,21/09/2016,,,,,,,,,,,,,2.96,V ngm-3,122,V ngm-3,7.41,V ngm-3,25.38,V ngm-3,631,V ngm-3,17.14,V ngm-3,
21/09/2016,28/09/2016,,,,,,,,,,,,,3.43,V ngm-3,119.5,V ngm-3,7.19,V ngm-3,12.79,V ngm-3,438.9,V ngm-3,13.37,V ngm-3,
28/09/2016,05/10/2016,,,,,,,,,,,,,2.89,V ngm-3,126.6,V ngm-3,9.3,V ngm-3,23.66,V ngm-3,500.2,V ngm-3,17.25,V ngm-3,
05/10/2016,12/10/2016,,,,,,,,,,,,,4.12,V ngm-3,150.7,V ngm-3,11.35,V ngm-3,38.33,V ngm-3,659.8,V ngm-3,21.57,V ngm-3,
21/09/2016,19/10/2016,16.31,V ngm-3,492.1,V ngm-3,18.37,V ngm-3,54.49,V ngm-3,1538,V ngm-3,27.98,V ngm-3,,,,,,,,,,,,,
12/10/2016,19/10/2016,,,,,,,,,,,,,3.31,V ngm-3,99,V ngm-3,7.99,V ngm-3,19.63,V ngm-3,607.8,V ngm-3,17.98,V ngm-3,
19/10/2016,26/10/2016,,,,,,,,,,,,,4.72,V ngm-3,130.2,V ngm-3,10.75,V ngm-3,39.36,V ngm-3,909.4,V ngm-3,26.68,V ngm-3,
26/10/2016,02/11/2016,,,,,,,,,,,,,6.58,V ngm-3,177.3,V ngm-3,15.54,V ngm-3,48.97,V ngm-3,940.9,V ngm-3,29.41,V ngm-3,
02/11/2016,09/11/2016,,,,,,,,,,,,,18.27,V ngm-3,173.7,V ngm-3,24.52,V ngm-3,,,,,,,
19/10/2016,16/11/2016,,,,,,,60.28,V ngm-3,1614,V ngm-3,41.81,V ngm-3,,,,,,,,,,,,,
09/11/2016,16/11/2016,,,,,,,,,,,,,4.43,V ngm-3,111.3,V ngm-3,11.29,V ngm-3,23.48,V ngm-3,757.9,V ngm-3,20.01,V ngm-3,
19/10/2016,17/11/2016,24.32,V ngm-3,562.8,V ngm-3,29.81,V ngm-3,,,,,,,,,,,,,,,,,,,
16/11/2016,23/11/2016,,,,,,,,,,,,,3.04,V ngm-3,78,V ngm-3,6.07,V ngm-3,27.97,V ngm-3,724.2,V ngm-3,14,V ngm-3,
23/11/2016,30/11/2016,,,,,,,,,,,,,6.84,V ngm-3,151.5,V ngm-3,15.96,V ngm-3,101.62,V ngm-3,1140.2,V ngm-3,46.16,V ngm-3,
30/11/2016,07/12/2016,,,,,,,,,,,,,9.89,V ngm-3,385.1,V ngm-3,29.62,V ngm-3,103.46,V ngm-3,2252.3,V ngm-3,102.75,V ngm-3,
17/11/2016,14/12/2016,19.96,V ngm-3,576.1,V ngm-3,29.79,V ngm-3,,,,,,,,,,,,,,,,,,,
16/11/2016,14/12/2016,,,,,,,60.94,V ngm-3,1815.6,V ngm-3,50.11,V ngm-3,,,,,,,,,,,,,
07/12/2016,14/12/2016,,,,,,,,,,,,,4.9,V ngm-3,154.2,V ngm-3,10.8,V ngm-3,35.73,V ngm-3,782.9,V ngm-3,21.87,V ngm-3,
14/12/2016,21/12/2016,,,,,,,,,,,,,9.04,V ngm-3,287.5,V ngm-3,29.41,V ngm-3,,,,,,,
21/12/2016,29/12/2016,,,,,,,,,,,,,3.91,V ngm-3,112.4,V ngm-3,6.41,V ngm-3,,,,,,,
14/12/2016,31/12/2016,21.2,V ngm-3,577,V ngm-3,27.07,V ngm-3,60.05,V ngm-3,1804.9,V ngm-3,43.4,V ngm-3,,,,,,,,,,,,,
29/12/2016,31/12/2016,,,,,,,,,,,,,9.04,V ngm-3,245.5,V ngm-3,19.63,V ngm-3,,,,,,,
Data for year 2017
Multi-day data,London Westminster,,London Marylebone Road,,Swansea Coedgwilym,,Swansea Morriston,,
Start Date,End Date,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,
